GPS_GPSTime,GPS_Fix,GPS_EPH,GPS_EPV,GPS_Lat,GPS_Lon,GPS_Alt,GPS_VN,GPS_VE,GPS_VD,GPS_Cog,GPS_nSat,GPS_SNR,GPS_N,GPS_J,GPS_H
1662291534400061,4,0.14300000667572021,0.23400001227855682,23.8489877,90.5056384,4.696000099182129,-0.00800000037997961,0.005000000353902578,-0.015000000596046448,3.02893328666687,32,0.09000000357627869,105,9,nan
1662291535400061,4,0.1420000046491623,0.2330000102519989,23.848987599999997,90.5056383,4.729000091552734,0.006000000052154064,-0.015000000596046448,0.013000000268220901,3.02893328666687,32,0.08700000494718552,105,5,nan
1662291536400060,4,0.1420000046491623,0.2330000102519989,23.8489875,90.50563819999999,4.761000156402588,0.0010000000474974513,0.003000000026077032,0.01600000075995922,3.02893328666687,32,0.08800000697374344,105,7,nan
1662291537400060,4,0.1420000046491623,0.2330000102519989,23.848987299999997,90.50563799999999,4.7900004386901855,-0.0010000000474974513,0.005000000353902578,-0.029000001028180122,3.02893328666687,32,0.09600000083446503,105,8,nan
1662291537400060,4,0.1420000046491623,0.2330000102519989,23.848987299999997,90.50563799999999,4.7900004386901855,-0.0010000000474974513,0.005000000353902578,-0.029000001028180122,3.02893328666687,32,0.09600000083446503,105,8,nan
1662291538400059,4,0.1420000046491623,0.2330000102519989,23.848987299999997,90.5056379,4.803000450134277,0.0010000000474974513,0.012000000104308128,-0.03800000250339508,3.02893328666687,32,0.09700000286102295,105,5,nan
1662291539500059,4,0.1420000046491623,0.23400001227855682,23.8489871,90.5056377,4.835000038146973,-0.007000000216066837,0.009000000543892384,0.00800000037997961,3.02893328666687,32,0.0650000050663948,105,9,nan
1662291540500059,4,0.1420000046491623,0.23400001227855682,23.848986999999997,90.5056376,4.836000442504883,-0.004000000189989805,-0.012000000104308128,-0.017000000923871994,3.02893328666687,32,0.06599999964237213,105,5,nan
1662291541500058,4,0.1380000114440918,0.22700001299381256,23.848987299999997,90.5056377,4.724000453948975,0.006000000052154064,-0.004000000189989805,-0.004000000189989805,3.02893328666687,32,0.04800000041723251,112,8,nan
1662291541500058,4,0.1380000114440918,0.22700001299381256,23.848987299999997,90.5056377,4.724000453948975,0.006000000052154064,-0.004000000189989805,-0.004000000189989805,3.02893328666687,32,0.04800000041723251,112,8,nan
1662291542500058,4,0.1380000114440918,0.22600001096725464,23.8489872,90.5056377,4.706000328063965,0.007000000216066837,-0.020000001415610313,0.012000000104308128,3.02893328666687,32,0.08000000566244125,113,12,nan
1662291543500057,4,0.1380000114440918,0.22600001096725464,23.8489872,90.5056377,4.714000225067139,-0.004000000189989805,0.012000000104308128,-0.052000001072883606,3.02893328666687,32,0.09300000220537186,120,12,nan
1662291544500057,4,0.1380000114440918,0.22700001299381256,23.8489872,90.5056377,4.714000225067139,0.012000000104308128,0.006000000052154064,0.012000000104308128,3.02893328666687,32,0.07300000637769699,120,10,nan
1662291545500056,4,0.1380000114440918,0.22700001299381256,23.848986999999997,90.5056377,4.710000038146973,0.004000000189989805,-0.015000000596046448,0.01900000125169754,3.02893328666687,32,0.09200000762939453,120,14,nan
1662291546500056,4,0.1380000114440918,0.22700001299381256,23.848986999999997,90.5056377,4.712000370025635,0.01100000087171793,0.014000000432133675,0.004000000189989805,3.02893328666687,32,0.05300000309944153,120,9,nan
1662291547500056,4,0.13900001347064972,0.22800001502037048,23.8489869,90.5056377,4.725000381469727,-0.006000000052154064,0.009000000543892384,0.003000000026077032,3.02893328666687,32,0.06000000238418579,120,10,nan
1662291548500055,4,0.13900001347064972,0.22800001502037048,23.8489868,90.5056376,4.741000175476074,-0.003000000026077032,0.003000000026077032,0.0020000000949949026,3.02893328666687,32,0.05100000277161598,120,14,nan
1662291549500055,4,0.13900001347064972,0.22800001502037048,23.8489868,90.50563749999999,4.744000434875488,0.007000000216066837,-0.007000000216066837,0.010000000707805157,3.02893328666687,32,0.08400000631809235,120,9,nan
1662291550500054,4,0.13900001347064972,0.22800001502037048,23.8489868,90.50563729999999,4.728000164031982,0.0,0.003000000026077032,0.021000001579523087,3.02893328666687,32,0.08000000566244125,120,7,nan
1662291551500054,4,0.13900001347064972,0.22800001502037048,23.8489868,90.5056372,4.7220001220703125,-0.010000000707805157,0.017000000923871994,-0.003000000026077032,3.02893328666687,32,0.0690000057220459,120,10,nan
1662291552500054,4,0.1380000114440918,0.22800001502037048,23.8489869,90.5056371,4.698000431060791,-0.009000000543892384,0.006000000052154064,0.014000000432133675,3.02893328666687,32,0.07200000435113907,120,7,nan
1662291553500053,4,0.1380000114440918,0.22800001502037048,23.848986999999997,90.505637,4.702000141143799,0.013000000268220901,-0.006000000052154064,-0.010000000707805157,3.02893328666687,32,0.06100000441074371,120,11,nan
1662291554500053,4,0.1380000114440918,0.22800001502037048,23.848986999999997,90.5056369,4.702000141143799,0.0020000000949949026,0.013000000268220901,-0.03100000135600567,3.02893328666687,32,0.08800000697374344,120,9,nan
1662291555500052,4,0.1380000114440918,0.22800001502037048,23.848986999999997,90.5056369,4.706000328063965,0.01100000087171793,-0.007000000216066837,0.036000002175569534,3.02893328666687,32,0.09000000357627869,120,12,nan
1662291556500052,4,0.1380000114440918,0.22800001502037048,23.848986999999997,90.5056369,4.719000339508057,0.010000000707805157,-0.006000000052154064,0.01100000087171793,3.02893328666687,32,0.09400000423192978,120,13,nan
1662291557500051,4,0.1380000114440918,0.22800001502037048,23.8489869,90.50563679999999,4.736000061035156,0.005000000353902578,0.014000000432133675,-0.007000000216066837,3.02893328666687,32,0.06400000303983688,120,8,nan
1662291557500051,4,0.1380000114440918,0.22800001502037048,23.8489869,90.50563679999999,4.736000061035156,0.005000000353902578,0.014000000432133675,-0.007000000216066837,3.02893328666687,32,0.06400000303983688,120,8,nan
1662291558500051,4,0.1380000114440918,0.22800001502037048,23.8489869,90.50563679999999,4.747000217437744,0.004000000189989805,-0.005000000353902578,-0.014000000432133675,3.02893328666687,32,0.06800000369548798,120,7,nan
1662291559600051,4,0.1380000114440918,0.22800001502037048,23.848986999999997,90.5056369,4.769000053405762,0.018000001087784767,-0.01600000075995922,0.029000001028180122,3.02893328666687,32,0.08500000089406967,120,8,nan
1662291560600050,4,0.1380000114440918,0.22800001502037048,23.848986999999997,90.5056369,4.785000324249268,-0.0020000000949949026,-0.003000000026077032,0.01100000087171793,3.02893328666687,32,0.0690000057220459,120,14,nan
1662291561600050,4,0.1380000114440918,0.22800001502037048,23.848986999999997,90.50563679999999,4.802000045776367,-0.0010000000474974513,0.00800000037997961,0.032999999821186066,3.02893328666687,32,0.0820000022649765,120,7,nan
1662291562600049,4,0.1380000114440918,0.2290000170469284,23.848986999999997,90.50563679999999,4.823000431060791,0.013000000268220901,-0.015000000596046448,0.06300000101327896,3.02893328666687,32,0.08900000154972076,120,7,nan
1662291563600049,4,0.1380000114440918,0.2290000170469284,23.8489871,90.5056367,4.838000297546387,0.003000000026077032,0.003000000026077032,0.024000000208616257,3.02893328666687,32,0.09100000560283661,120,11,nan
1662291564600049,4,0.1380000114440918,0.2290000170469284,23.8489871,90.5056366,4.862000465393066,0.005000000353902578,-0.004000000189989805,0.02200000174343586,3.02893328666687,32,0.09300000220537186,120,8,nan
1662291565600048,4,0.1380000114440918,0.2290000170469284,23.8489872,90.5056365,4.859000205993652,0.018000001087784767,0.004000000189989805,0.0,3.02893328666687,32,0.046000003814697266,119,14,nan
1662291566600048,4,0.1380000114440918,0.2290000170469284,23.8489872,90.5056364,4.878000259399414,0.010000000707805157,0.003000000026077032,-0.009000000543892384,3.02893328666687,32,0.06100000441074371,119,11,nan
1662291567600047,4,0.1380000114440918,0.23000000417232513,23.8489871,90.5056364,4.925000190734863,-0.00800000037997961,-0.006000000052154064,-0.04800000041723251,3.02893328666687,32,0.08900000154972076,119,10,nan
1662291568600047,4,0.1380000114440918,0.23000000417232513,23.848986999999997,90.5056364,4.966000080108643,-0.004000000189989805,0.0,-0.006000000052154064,3.02893328666687,32,0.07200000435113907,119,7,nan
1662291569600046,4,0.1380000114440918,0.23000000417232513,23.8489869,90.5056364,4.99500036239624,0.0,0.01100000087171793,0.02200000174343586,3.02893328666687,32,0.0820000022649765,119,6,nan
1662291569600046,4,0.1380000114440918,0.23000000417232513,23.8489869,90.5056364,4.99500036239624,0.0,0.01100000087171793,0.02200000174343586,3.02893328666687,32,0.0820000022649765,119,6,nan
1662291570600046,4,0.1380000114440918,0.23000000417232513,23.8489869,90.5056366,5.014000415802002,-0.00800000037997961,-0.0010000000474974513,-0.036000002175569534,3.02893328666687,32,0.08500000089406967,119,10,nan
1662291571600046,4,0.1380000114440918,0.23000000417232513,23.8489868,90.5056366,5.038000106811523,0.006000000052154064,0.017000000923871994,0.00800000037997961,3.02893328666687,32,0.06000000238418579,119,8,nan
1662291572600045,4,0.1380000114440918,0.23000000417232513,23.8489869,90.5056365,5.043000221252441,-0.00800000037997961,0.010000000707805157,-0.003000000026077032,3.02893328666687,32,0.07200000435113907,119,10,nan
1662291573600045,4,0.1380000114440918,0.2290000170469284,23.8489869,90.5056365,5.054000377655029,-0.005000000353902578,-0.010000000707805157,0.013000000268220901,3.02893328666687,32,0.0820000022649765,119,13,nan
1662291574600044,4,0.1380000114440918,0.23000000417232513,23.848986699999998,90.5056364,5.0920000076293945,-0.014000000432133675,0.024000000208616257,-0.032999999821186066,3.02893328666687,32,0.0860000029206276,120,10,nan
1662291575700044,4,0.1380000114440918,0.23000000417232513,23.848986699999998,90.5056364,5.109000205993652,-0.004000000189989805,0.012000000104308128,0.006000000052154064,3.02893328666687,32,0.05000000074505806,119,5,nan
1662291576700044,4,0.1380000114440918,0.2290000170469284,23.8489868,90.5056366,5.127000331878662,0.00800000037997961,0.003000000026077032,0.007000000216066837,3.02893328666687,32,0.07000000029802322,119,8,nan
1662291577700043,4,0.13700000941753387,0.22800001502037048,23.848986999999997,90.5056366,5.083000183105469,0.0010000000474974513,0.004000000189989805,0.01600000075995922,3.02893328666687,32,0.08500000089406967,119,8,nan
1662291578700043,4,0.13700000941753387,0.22800001502037048,23.848986999999997,90.5056366,5.065000057220459,0.017000000923871994,-0.003000000026077032,-0.01100000087171793,3.02893328666687,32,0.055000003427267075,119,7,nan
1662291579700042,4,0.13700000941753387,0.22800001502037048,23.8489869,90.5056365,5.066000461578369,0.01900000125169754,-0.024000000208616257,0.046000003814697266,3.02893328666687,32,0.09300000220537186,119,11,nan
1662291580700042,4,0.13600000739097595,0.22700001299381256,23.8489869,90.5056365,5.072000026702881,-0.005000000353902578,0.01100000087171793,-0.01100000087171793,3.02893328666687,32,0.08900000154972076,119,7,nan
