LPSP_X,LPSP_Y,LPSP_Z,LPSP_Yaw,LPSP_VX,LPSP_VY,LPSP_VZ,LPSP_AX,LPSP_AY,LPSP_AZ
-4.6607513427734375,5.026395320892334,0.49773645401000977,2.4998064041137695,-0.03161430358886719,-0.2722301483154297,-1.0,0.043027449399232864,-0.33327388763427734,-6.30389404296875
-4.660763740539551,5.0263872146606445,0.478346049785614,2.4998064041137695,-0.030083179473876953,-0.26776695251464844,-1.0,0.05714994668960571,-0.334539532661438,-6.304662227630615
-4.660782337188721,5.026375770568848,0.4459809958934784,2.4998064041137695,-0.02628183364868164,-0.26056814193725586,-1.0,0.07731515169143677,-0.33401748538017273,-6.2985334396362305
-4.660794734954834,5.026368141174316,0.4248029589653015,2.4998064041137695,-0.023168087005615234,-0.2560281753540039,-1.0,0.08900763839483261,-0.3287319839000702,-6.2987961769104
-4.660807132720947,5.026360511779785,0.4026744067668915,2.4998064041137695,-0.01973867416381836,-0.25157976150512695,-1.0,0.09904932975769043,-0.3274555206298828,-6.302740097045898
-4.660825729370117,5.02634859085083,0.3732270896434784,2.4998064041137695,-0.014426708221435547,-0.2453784942626953,-1.0,0.10936546325683594,-0.32805314660072327,-6.304563045501709
-4.6608381271362305,5.026340961456299,0.352765828371048,2.4998064041137695,-0.010309219360351562,-0.2411189079284668,-1.0,0.11572080105543137,-0.3245714008808136,-6.307331562042236
-4.660850524902344,5.026333332061768,0.33282753825187683,2.4998064041137695,-0.005730152130126953,-0.23695993423461914,-1.0,0.11979056894779205,-0.32162392139434814,-6.30626916885376
-4.660869121551514,5.026321887969971,0.3017272651195526,2.4998064041137695,0.0014219284057617188,-0.2305464744567871,-1.0,0.1255914717912674,-0.3166859745979309,-6.3101582527160645
-4.660881519317627,5.0263142585754395,0.2800968587398529,2.4998064041137695,0.006371974945068359,-0.2257366180419922,-1.0,0.13064059615135193,-0.30995771288871765,-6.318670749664307
-4.66089391708374,5.026306629180908,0.2594442665576935,2.4998064041137695,0.011189937591552734,-0.2210545539855957,-1.0,0.13154301047325134,-0.30472490191459656,-6.3232502937316895
-4.66091251373291,5.026295185089111,0.22634215652942657,2.4998064041137695,0.018588542938232422,-0.2136082649230957,-1.0,0.13696685433387756,-0.2943185269832611,-6.3343610763549805
-4.660924911499023,5.02628755569458,0.20676682889461517,2.4998064041137695,0.023120880126953125,-0.2089061737060547,-1.0,0.14162176847457886,-0.28748205304145813,-6.337400913238525
-4.660937309265137,5.026279926300049,0.18671776354312897,2.4998064041137695,0.02812814712524414,-0.20464086532592773,-1.0,0.14441002905368805,-0.2826482951641083,-6.344869613647461
-4.66094970703125,5.026272296905518,0.16563622653484344,2.4998064041137695,0.033127784729003906,-0.20033025741577148,-1.0,0.14817892014980316,-0.27047762274742126,-6.342186450958252
-4.660962104797363,5.026264667510986,0.14432676136493683,2.4998064041137695,0.038056373596191406,-0.1955580711364746,-1.0,0.15084362030029297,-0.26582595705986023,-6.346090793609619
-4.660974502563477,5.026257038116455,0.1233808621764183,2.4998064041137695,0.04296588897705078,-0.19023466110229492,-1.0,0.15621066093444824,-0.2582954466342926,-6.34753942489624
-4.6609930992126465,5.026245594024658,0.09480198472738266,2.4998064041137695,0.049639225006103516,-0.1827702522277832,-1.0,0.16212578117847443,-0.2514628469944,-6.350437641143799
-4.66100549697876,5.026237964630127,0.07350223511457443,2.4998064041137695,0.054245948791503906,-0.17772388458251953,-1.0,0.1677638590335846,-0.24322223663330078,-6.350719451904297
-4.661017894744873,5.026230335235596,0.052776895463466644,2.4998064041137695,0.0587620735168457,-0.17259597778320312,-1.0,0.1712435930967331,-0.24125604331493378,-6.356012344360352
-4.661030292510986,5.0262227058410645,0.03293314576148987,2.4998064041137695,0.06354236602783203,-0.1674489974975586,-1.0,0.17766179144382477,-0.23703278601169586,-6.356760501861572
