AIRS_IndSpeed,AIRS_TrueSpeed,AIRS_AirTemp,AIRS_Conf
1.5685750246047974,1.6188697814941406,30.78499984741211,1.0
1.7778915166854858,1.8348371982574463,30.779998779296875,1.0
1.6646027565002441,1.7178632020950317,30.760000228881836,1.0
1.725962519645691,1.7812888622283936,30.795000076293945,1.0
1.7037652730941772,1.758388876914978,30.795000076293945,1.0
1.5526914596557617,1.6024187803268433,30.774999618530273,1.0
1.4534388780593872,1.5001083612442017,30.829999923706055,1.0
1.4848991632461548,1.53252112865448,30.795000076293945,1.0
1.6142992973327637,1.666019082069397,30.78499984741211,1.0
1.552211880683899,1.6019161939620972,30.774999618530273,1.0
1.7083832025527954,1.7631059885025024,30.774999618530273,1.0
1.547519326210022,1.5970841646194458,30.76999855041504,1.0
1.3612241744995117,1.4048197269439697,30.774999618530273,1.0
1.5217746496200562,1.5705045461654663,30.774999618530273,1.0
1.777534008026123,1.8345023393630981,30.78499984741211,1.0
1.8182711601257324,1.876603603363037,30.809999465942383,1.0
1.6908822059631348,1.745004653930664,30.7549991607666,1.0
1.6412246227264404,1.6938968896865845,30.80499839782715,1.0
1.5953137874603271,1.6464557647705078,30.78999900817871,1.0
1.6518124341964722,1.7047035694122314,30.779998779296875,1.0
1.5698153972625732,1.6201725006103516,30.78999900817871,1.0
1.448397159576416,1.4948195219039917,30.795000076293945,1.0
1.5730483531951904,1.6234792470932007,30.799999237060547,1.0
1.4864091873168945,1.5340574979782104,30.795000076293945,1.0
1.3654675483703613,1.4093319177627563,30.834999084472656,1.0
1.4888969659805298,1.5365796089172363,30.779998779296875,1.0
1.4791312217712402,1.5265415906906128,30.78999900817871,1.0
1.5275498628616333,1.576488971710205,30.774999618530273,1.0
1.474461317062378,1.5217698812484741,30.799999237060547,1.0
1.6042698621749878,1.6556968688964844,30.795000076293945,1.0
1.530962586402893,1.5800186395645142,30.78999900817871,1.0
1.6928116083145142,1.747007966041565,30.764999389648438,1.0
1.6260675191879272,1.6781492233276367,30.76999855041504,1.0
1.502756118774414,1.5508625507354736,30.774999618530273,1.0
1.4068489074707031,1.4518376588821411,30.739999771118164,1.0
1.4837850332260132,1.5313552618026733,30.78499984741211,1.0
1.4599831104278564,1.5067778825759888,30.779998779296875,1.0
1.5252254009246826,1.5740385055541992,30.7549991607666,1.0
1.4772233963012695,1.524505615234375,30.760000228881836,1.0
1.7287404537200928,1.7841346263885498,30.774999618530273,1.0
0.0,0.0,30.774999618530273,1.0
1.381581425666809,1.425849437713623,30.779998779296875,1.0
1.688226342201233,1.7424547672271729,30.814998626708984,1.0
1.6802723407745361,1.7340742349624634,30.7549991607666,1.0
1.6304364204406738,1.6826225519180298,30.774999618530273,1.0
1.9257302284240723,1.9875580072402954,30.814998626708984,1.0
1.959222435951233,2.0219593048095703,30.764999389648438,1.0
1.9526077508926392,2.015169620513916,30.76999855041504,1.0
1.5922925472259521,1.6434098482131958,30.809999465942383,1.0
1.7335608005523682,1.789201021194458,30.814998626708984,1.0
1.6845052242279053,1.7384282350540161,30.764999389648438,1.0
1.6890040636062622,1.743105411529541,30.779998779296875,1.0
1.6902942657470703,1.7443970441818237,30.760000228881836,1.0
1.8012558221817017,1.8590143918991089,30.78499984741211,1.0
1.7278271913528442,1.7831460237503052,30.764999389648438,1.0
1.5579206943511963,1.607772946357727,30.76999855041504,1.0
1.9821890592575073,2.045658826828003,30.7549991607666,1.0
2.103896141052246,2.1712229251861572,30.764999389648438,1.0
2.0945568084716797,2.161756753921509,30.779998779296875,1.0
1.955339789390564,2.0181162357330322,30.80499839782715,1.0
1.8166128396987915,1.8748277425765991,30.7549991607666,1.0
1.8740416765213013,1.934064507484436,30.774999618530273,1.0
1.6533712148666382,1.706210970878601,30.739999771118164,1.0
1.7378191947937012,1.7935235500335693,30.774999618530273,1.0
1.792397141456604,1.8498936891555786,30.795000076293945,1.0
1.635797142982483,1.6881977319717407,30.774999618530273,1.0
1.677760124206543,1.7315309047698975,30.774999618530273,1.0
1.7481383085250854,1.8041526079177856,30.779998779296875,1.0
1.726919174194336,1.7822070121765137,30.7549991607666,1.0
1.7065645456314087,1.7612237930297852,30.774999618530273,1.0
1.6729916334152222,1.7265784740447998,30.76999855041504,1.0
1.7777118682861328,1.834617018699646,30.7549991607666,1.0
1.6908613443374634,1.7450783252716064,30.78999900817871,1.0
1.6418834924697876,1.6944299936294556,30.744998931884766,1.0
1.6106070280075073,1.6622179746627808,30.774999618530273,1.0
1.6510707139968872,1.7040090560913086,30.795000076293945,1.0
1.6575567722320557,1.7107961177825928,30.809999465942383,1.0
1.6526520252227783,1.70558762550354,30.76999855041504,1.0
1.552611231803894,1.60232675075531,30.76999855041504,1.0
1.3961763381958008,1.4408373832702637,30.760000228881836,1.0
1.4250355958938599,1.4707367420196533,30.774999618530273,1.0
1.4241119623184204,1.469730019569397,30.779998779296875,1.0
1.4718471765518188,1.5189718008041382,30.764999389648438,1.0
1.4141463041305542,1.4594427347183228,30.76999855041504,1.0
1.489880084991455,1.5376276969909668,30.779998779296875,1.0
1.4810117483139038,1.528480887413025,30.7549991607666,1.0
1.6179383993148804,1.6697931289672852,30.774999618530273,1.0
1.5207661390304565,1.56942880153656,30.760000228881836,1.0
1.3643295764923096,1.408035159111023,30.774999618530273,1.0
1.4848684072494507,1.5324631929397583,30.779998779296875,1.0
0.0,0.0,30.774999618530273,1.0
1.5676463842391968,1.6178306341171265,30.764999389648438,1.0
1.5654844045639038,1.615557074546814,30.739999771118164,1.0
1.652135968208313,1.7049238681793213,30.73499870300293,1.0
1.5298635959625244,1.578874945640564,30.76999855041504,1.0
1.4531383514404297,1.4996446371078491,30.760000228881836,1.0
1.4532783031463623,1.4998141527175903,30.7549991607666,1.0
1.5679234266281128,1.6181221008300781,30.76999855041504,1.0
1.7013323307037354,1.7557499408721924,30.7549991607666,1.0
1.8009251356124878,1.8585138320922852,30.73499870300293,1.0
1.4877439737319946,1.5353806018829346,30.774999618530273,1.0
1.6496284008026123,1.702412486076355,30.75,1.0
1.4355814456939697,1.4814022779464722,30.69999885559082,1.0
1.645596981048584,1.6981736421585083,30.739999771118164,1.0
0.0,0.0,30.7549991607666,1.0
1.5171033143997192,1.5656393766403198,30.75,1.0
1.7104036808013916,1.76514732837677,30.7549991607666,1.0
1.6267508268356323,1.6788835525512695,30.76999855041504,1.0
1.5683627128601074,1.618605375289917,30.774999618530273,1.0
1.5429989099502563,1.5924500226974487,30.779998779296875,1.0
1.640457034111023,1.6929118633270264,30.739999771118164,1.0
1.6529054641723633,1.70583975315094,30.774999618530273,1.0
1.599186897277832,1.650327444076538,30.744998931884766,1.0
1.7354093790054321,1.7908859252929688,30.73499870300293,1.0
1.477097511291504,1.524321436882019,30.739999771118164,1.0
1.7171984910964966,1.7722183465957642,30.774999618530273,1.0
1.5963776111602783,1.6475918292999268,30.78999900817871,1.0
1.4699875116348267,1.5170615911483765,30.764999389648438,1.0
1.517964243888855,1.5665079355239868,30.744998931884766,1.0
1.5761531591415405,1.6265623569488525,30.764999389648438,1.0
1.5487009286880493,1.5983067750930786,30.760000228881836,1.0
1.5788191556930542,1.629306435585022,30.73499870300293,1.0
1.545323371887207,1.594909906387329,30.799999237060547,1.0
1.4817286729812622,1.5291341543197632,30.73499870300293,1.0
1.4873446226119995,1.534995198249817,30.76999855041504,1.0
1.4839801788330078,1.531480073928833,30.764999389648438,1.0
1.5903797149658203,1.6412450075149536,30.73499870300293,1.0
1.4969595670700073,1.544908046722412,30.774999618530273,1.0
1.4758437871932983,1.523093581199646,30.760000228881836,1.0
1.5817161798477173,1.6323798894882202,30.760000228881836,1.0
1.5411384105682373,1.5904650688171387,30.76999855041504,1.0
1.6326903104782104,1.6849393844604492,30.7549991607666,1.0
1.6230361461639404,1.6750177145004272,30.76999855041504,1.0
1.5810449123382568,1.631678819656372,30.774999618530273,1.0
1.6165659427642822,1.6683212518692017,30.760000228881836,1.0
1.5574347972869873,1.6072965860366821,30.774999618530273,1.0
1.554195523262024,1.6039245128631592,30.76999855041504,1.0
1.630364179611206,1.682497262954712,30.7549991607666,1.0
1.5771024227142334,1.6275352239608765,30.75,1.0
1.6899033784866333,1.7439894676208496,30.760000228881836,1.0
1.8144924640655518,1.8725688457489014,30.76999855041504,1.0
1.8103930950164795,1.8683171272277832,30.760000228881836,1.0
1.8610963821411133,1.920579433441162,30.739999771118164,1.0
1.679553508758545,1.7332887649536133,30.75,1.0
1.7423661947250366,1.798043131828308,30.729999542236328,1.0
1.9997055530548096,2.063652992248535,30.75,1.0
1.717795968055725,1.7727543115615845,30.764999389648438,1.0
1.9034947156906128,1.9642744064331055,30.739999771118164,1.0
1.9404534101486206,2.0025885105133057,30.774999618530273,1.0
1.9934290647506714,2.0571517944335938,30.7549991607666,1.0
1.9419307708740234,2.0041468143463135,30.76999855041504,1.0
1.795839786529541,1.8533536195755005,30.774999618530273,1.0
1.9177345037460327,1.9791359901428223,30.76999855041504,1.0
1.9557932615280151,2.0183303356170654,30.744998931884766,1.0
1.9172149896621704,1.9786654710769653,30.774999618530273,1.0
1.825170636177063,1.8835431337356567,30.7549991607666,1.0
1.566300868988037,1.6163650751113892,30.75,1.0
1.5936484336853027,1.6446490287780762,30.76999855041504,1.0
